第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,first_applicant_types,main_chain_position,main_quantum_category,firm_relevance
中南大学,中国,长沙市,2021,2023,35,247,7.057142857142857,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,QKD；光调制器；单光子探测器；激光器；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子纠缠；量子线路；量子网络；量子计算；量子计算机；量子通信,15,18,2,0,学校,量子通信与安全,量子通信与安全,核心量子企业
中南林业科技大学,中国,长沙,2024,2024,2,23,11.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子密钥；量子密钥分发；量子态；量子比特,2,0,0,0,学校,量子计算系统,量子计算,核心量子企业
中南民族大学,中国,武汉,2024,2024,2,12,6.0,量子传感,上游材料与核心部件,光调制器；激光器；量子信息,0,2,0,0,学校,上游材料与核心部件,量子传感,较高相关企业
中南民族大学,中国,武汉市,2023,2023,1,9,9.0,量子计算,量子计算系统,叠加态；量子态；量子纠缠；量子计算；量子计算机,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
中原工学院,中国,郑州市,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
中国中医科学院中国医史文献研究所,中国,北京市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,科研单位,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国交通信息科技集团有限公司杭州分公司,中国,杭州,2024,2024,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
中国人民武装警察部队工程大学,中国,西安,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
中国人民武装警察部队工程大学,中国,西安市,2022,2023,3,15,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,抗量子攻击；量子计算,0,3,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
中国人民解放军61081部队,中国,北京,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军61081部队,中国,北京市,2021,2023,3,9,3.0,量子传感,量子计量/时间频率/PNT候选,原子时标；原子钟；原子钟联合守时；原子钟频率；氢原子钟；频率基准,0,0,0,3,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军63686部队,中国,无锡市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军63791部队,中国,凉山,2025,2025,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,机关团体,量子传感器/精密测量,量子传感,候选/待复核企业
中国人民解放军63892部队,中国,洛阳,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军63921部队,中国,北京,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军93216部队,中国,北京,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军93216部队,中国,北京市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军96901部队,中国,北京,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军军事科学院国防工程研究院工程防护研究所,中国,洛阳,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,科研单位,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军军事科学院国防科技创新研究院,中国,北京,2024,2025,6,51,8.5,量子传感；量子计算,量子传感器/精密测量；量子计算系统,原子干涉；磁光阱；超高真空；量子信息；量子态；量子比特；量子芯片；量子计算,3,3,0,0,科研单位,量子计算系统,量子传感,核心量子企业
中国人民解放军军事科学院国防科技创新研究院,中国,北京市,2021,2023,4,18,4.5,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,原子干涉；原子干涉仪；频率基准,0,3,0,1,科研单位,量子传感器/精密测量,量子传感,较高相关企业
中国人民解放军军事科学院系统工程研究院,中国,北京,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,科研单位,量子通信与安全,量子通信与安全,候选/待复核企业
中国人民解放军军事科学院系统工程研究院,中国,北京市,2023,2023,5,66,13.2,量子传感；量子通信与安全,量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,单光子探测器；原子钟；激光器；量子态；量子比特；量子测量；量子纠缠；量子网络；量子通信,3,2,0,0,科研单位,量子通信与安全,量子通信与安全,核心量子企业
中国人民解放军国防科技大学,中国,南京,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子保密通信,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
中国人民解放军国防科技大学,中国,南京市,2021,2022,4,26,6.5,量子传感；量子通信与安全,量子计量/时间频率/PNT候选；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子比特；量子通信；频率基准,1,1,0,2,学校,量子计量/时间频率/PNT候选,量子传感,核心量子企业
中国人民解放军国防科技大学,中国,合肥,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,学校,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军国防科技大学,中国,长沙,2024,2025,25,178,7.12,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,QKD；保真度；光调制器；单光子探测器；原子钟；原子钟频率；囚禁离子；抗量子攻击；拓扑量子计算；时间频率传递；激光器；离子阱；量子保密通信；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子模拟；量子比特；量子算法；量子精密测量；量子纠缠；量子网络；量子计算；量子门；频率基准,10,8,1,6,"学校；学校,企业",量子通信与安全,量子传感,核心量子企业
中国人民解放军国防科技大学,中国,长沙市,2021,2023,27,208,7.703703703703703,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,MOT；QKD；光调制器；冷原子干涉；冷原子干涉仪；单光子探测器；原子干涉；原子干涉仪；原子钟；叠加态；激光器；量子传感；量子传感器；量子保密通信；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子技术；量子比特；量子纠缠；量子线路；量子芯片；量子计算；量子计算机；量子通信；量子门,9,15,1,2,学校,量子通信与安全,量子通信与安全,核心量子企业
中国人民解放军总医院第二医学中心,中国,北京,2024,2025,3,26,8.666666666666666,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子计量/时间频率/PNT候选；量子通信与安全,QKD；量子仿真；量子密钥；量子密钥分发；量子态；量子比特；量子算法；量子纠缠；频率标准,1,0,1,1,机关团体,量子计量/时间频率/PNT候选,量子传感,核心量子企业
中国人民解放军总医院第二医学中心,中国,北京市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军总医院第八医学中心,中国,北京,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军总医院第六医学中心,中国,北京,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,机关团体,量子计算系统,量子计算,候选/待复核企业
中国人民解放军战略支援部队信息工程大学,中国,郑州,2024,2025,11,86,7.818181818181818,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,QKD；单光子探测器；时间频率传递；激光器；超导量子比特；量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子算法；量子线路；量子芯片；量子计算；量子计算机,6,3,1,1,"学校；科研单位,学校",量子计算系统,量子计算,核心量子企业
中国人民解放军战略支援部队信息工程大学,中国,郑州市,2021,2023,23,279,12.130434782608695,量子传感；量子计算；量子计算硬件；量子通信与安全,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,qubit；保真度；叠加态；物理量子比特；离子阱；稀释制冷机；超导量子芯片；量子信息；量子处理器；量子密钥；量子密钥分发；量子态；量子比特；量子测量；量子电路；量子算法；量子纠缠；量子纠错；量子线路；量子网络；量子芯片；量子计算；量子计算机；量子误差校正；量子通信；量子门,17,6,0,0,学校,量子计算系统,量子计算,核心量子企业
中国人民解放军战略支援部队航天工程大学,中国,北京,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
中国人民解放军战略支援部队航天工程大学,中国,北京市,2021,2023,10,39,3.9,量子传感；量子基础概念,其他量子相关/待复核；量子计量/时间频率/PNT候选,原子钟；叠加态,0,0,9,1,学校；科研单位,其他量子相关/待复核,量子基础概念,核心量子企业
中国人民解放军海军大连舰艇学院,中国,大连,2025,2025,1,29,29.0,量子通信与安全,量子通信与安全,量子优化；量子态；量子机器学习；量子模拟；量子比特；量子算法；量子纠缠；量子网络；量子计算,1,0,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
中国人民解放军海军工程大学,中国,武汉,2024,2025,2,12,6.0,量子传感,量子传感器/精密测量,激光器；量子精密测量,0,2,0,0,学校,量子传感器/精密测量,量子传感,较高相关企业
中国人民解放军海军工程大学,中国,武汉市,2021,2022,2,8,4.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,原子干涉；频率基准,0,1,0,1,"企业,学校；学校",量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军海军航空大学,中国,烟台,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子纠缠,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
中国人民解放军火箭军工程大学,中国,西安,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子纠缠,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
中国人民解放军火箭军工程大学,中国,西安市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,学校,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国人民解放军空军工程大学,中国,西安,2025,2025,2,19,9.5,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子态；量子通信,1,1,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
中国人民解放军空军特色医学中心,中国,北京市,2023,2023,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,机关团体,量子计算系统,量子计算,候选/待复核企业
